Year,Measure Type,Leading 10 Ranking,Measure,Group,Subgroup,Estimate Type,Estimate,Standard Error,Lower 95% CI,Upper 95% CI,Reliable
2018,By primary diagnosis,5,5. Diseases of the digestive system,By age,0-17 years old,"Visit rate (per 1,000 people)",18,3,11,24,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By age,18-44 years old,"Visit rate (per 1,000 people)",28,3,23,33,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By age,45-64 years old,"Visit rate (per 1,000 people)",24,2,20,29,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By age,65+ years old,"Visit rate (per 1,000 people)",27,3,21,32,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",23,2,19,26,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",44,6,32,56,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",24,3,18,30,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",10,2,5,15,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By region,Northeast,"Visit rate (per 1,000 people)",23,3,17,29,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By region,Midwest,"Visit rate (per 1,000 people)",25,4,18,33,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By region,South,"Visit rate (per 1,000 people)",26,3,20,32,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By region,West,"Visit rate (per 1,000 people)",22,3,16,28,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",24,2,20,27,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",29,6,18,40,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",11,1,9,13,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",26,3,21,31,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",52,6,40,63,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",25,3,18,32,Yes
2018,By primary diagnosis,5,5. Diseases of the digestive system,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,Total,All visits,"Visit rate (per 1,000 people)",21,1,18,24,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Female,"Visit rate (per 1,000 people)",28,2,24,32,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By sex,Male,"Visit rate (per 1,000 people)",14,1,12,17,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,0-17 years old,"Visit rate (per 1,000 people)",10,1,7,13,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,18-44 years old,"Visit rate (per 1,000 people)",28,3,23,33,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,45-64 years old,"Visit rate (per 1,000 people)",19,2,15,23,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By age,65+ years old,"Visit rate (per 1,000 people)",25,3,19,32,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",19,2,16,22,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",47,5,37,57,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",18,3,13,23,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",8,2,4,11,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,Northeast,"Visit rate (per 1,000 people)",18,2,14,21,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,Midwest,"Visit rate (per 1,000 people)",21,3,16,27,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,South,"Visit rate (per 1,000 people)",25,3,20,31,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By region,West,"Visit rate (per 1,000 people)",17,3,11,23,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",21,2,17,25,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",22,5,13,32,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",10,1,8,12,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",26,3,20,31,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",37,4,29,45,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",24,4,17,32,Yes
2018,By primary diagnosis,6,6. Diseases of the genitourinary system,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",Total,All visits,"Visit rate (per 1,000 people)",15,1,13,18,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By sex,Female,"Visit rate (per 1,000 people)",15,1,12,17,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By sex,Male,"Visit rate (per 1,000 people)",16,1,13,19,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,0-17 years old,"Visit rate (per 1,000 people)",4,1,3,6,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,18-44 years old,"Visit rate (per 1,000 people)",25,2,21,29,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,45-64 years old,"Visit rate (per 1,000 people)",15,2,12,18,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By age,65+ years old,"Visit rate (per 1,000 people)",10,2,7,13,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",15,1,12,17,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",32,4,25,40,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",10,2,7,13,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",6,2,3,9,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Northeast,"Visit rate (per 1,000 people)",20,4,13,28,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,Midwest,"Visit rate (per 1,000 people)",16,3,10,22,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,South,"Visit rate (per 1,000 people)",12,1,9,15,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By region,West,"Visit rate (per 1,000 people)",16,2,12,20,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",15,1,13,18,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",15,3,8,21,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Private insurance,"Visit rate (per 1,000 people)",5,1,4,7,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicare,"Visit rate (per 1,000 people)",15,2,11,20,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Medicaid,"Visit rate (per 1,000 people)",36,4,29,43,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Uninsured,"Visit rate (per 1,000 people)",16,3,10,23,Yes
2018,By primary diagnosis,7,"7. Mental, behavioral, and neurodevelopmental disorders",By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2018,By primary diagnosis,8,8. Diseases of the circulatory system,Total,All visits,"Visit rate (per 1,000 people)",14,1,12,16,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Female,"Visit rate (per 1,000 people)",14,1,11,16,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By sex,Male,"Visit rate (per 1,000 people)",14,1,12,17,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By age,0-17 years old,"Visit rate (per 1,000 people)",,,,,No
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By age,18-44 years old,"Visit rate (per 1,000 people)",7,1,5,9,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By age,45-64 years old,"Visit rate (per 1,000 people)",18,2,14,22,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By age,65+ years old,"Visit rate (per 1,000 people)",41,4,34,48,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",14,1,11,16,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",31,3,24,37,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",8,2,4,12,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",,,,,No
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Northeast,"Visit rate (per 1,000 people)",11,2,8,15,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By region,Midwest,"Visit rate (per 1,000 people)",15,2,10,19,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By region,South,"Visit rate (per 1,000 people)",15,2,12,19,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By region,West,"Visit rate (per 1,000 people)",13,2,9,17,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",14,1,12,16,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",14,4,7,22,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",5,1,4,7,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicare,"Visit rate (per 1,000 people)",35,3,29,42,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",14,2,10,18,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",9,2,5,13,Yes
2018,By primary diagnosis,8,8. Diseases of the circulatory system,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,Total,All visits,"Visit rate (per 1,000 people)",14,1,12,16,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By sex,Female,"Visit rate (per 1,000 people)",15,2,11,18,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By sex,Male,"Visit rate (per 1,000 people)",13,1,11,15,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By age,0-17 years old,"Visit rate (per 1,000 people)",16,3,11,21,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By age,18-44 years old,"Visit rate (per 1,000 people)",15,2,12,19,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By age,45-64 years old,"Visit rate (per 1,000 people)",12,1,9,15,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By age,65+ years old,"Visit rate (per 1,000 people)",10,2,7,13,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic White,"Visit rate (per 1,000 people)",11,1,9,14,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic Black,"Visit rate (per 1,000 people)",32,5,23,41,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Hispanic,"Visit rate (per 1,000 people)",12,2,9,15,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By race/ethnicity,Non-Hispanic other,"Visit rate (per 1,000 people)",8,2,4,12,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By region,Northeast,"Visit rate (per 1,000 people)",14,2,9,19,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By region,Midwest,"Visit rate (per 1,000 people)",12,2,8,16,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By region,South,"Visit rate (per 1,000 people)",15,2,11,20,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By region,West,"Visit rate (per 1,000 people)",13,2,9,16,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By metropolitan statistical area (MSA),MSA,"Visit rate (per 1,000 people)",14,1,11,16,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By metropolitan statistical area (MSA),Non-MSA,"Visit rate (per 1,000 people)",12,2,8,17,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By primary payment source,Private insurance,"Visit rate (per 1,000 people)",6,1,4,7,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By primary payment source,Medicare,"Visit rate (per 1,000 people)",12,2,9,16,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By primary payment source,Medicaid,"Visit rate (per 1,000 people)",30,4,22,39,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By primary payment source,Uninsured,"Visit rate (per 1,000 people)",15,2,10,20,Yes
2018,By primary diagnosis,9,9. Diseases of the skin and subcutaneous tissue,By primary payment source,Other,"Visit rate (per 1,000 people)",,,,,No
2018,By primary diagnosis,10,10. Certain infectious and parasitic diseases,Total,All visits,"Visit rate (per 1,000 people)",11,1,9,13,Yes
2018,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By sex,Female,"Visit rate (per 1,000 people)",11,1,9,14,Yes
2018,By primary diagnosis,10,10. Certain infectious and parasitic diseases,By sex,Male,"Visit rate (per 1,000 people)",10,1,8,12,Yes
